depth10cm,Year,Yearly Avg Soil Temp (10CM),Yearly Avg Soil Temp (F) 10CM,Month/Year,Monthly Avg Soil Temp (10CM)
-2,,,,2/2013,
-0.4,,,,2/2013,
-1,,,,3/2013,
-0.6,,,,3/2013,
-1,,,,3/2013,
0,,,,3/2013,
-0.2,,,,4/2013,
-0.2,,,,4/2013,
-0.5,,,,4/2013,
0,,,,4/2013,
-0.3,,,,5/2013,
5.1,,,,5/2013,
7.1,,,,5/2013,
7.9,,,,5/2013,
11.6,,,,5/2013,
8.7,,,,6/2013,
11.7,,,,6/2013,
11.9,,,,6/2013,
14.9,,,,6/2013,
14.3,,,,7/2013,
15.5,,,,7/2013,
17.9,,,,7/2013,
15.5,,,,7/2013,
15.1,,,,7/2013,
14.2,,,,8/2013,
13.7,,,,8/2013,
18,,,,8/2013,
19.2,,,,8/2013,
16,,,,9/2013,
16.3,,,,9/2013,
13.4,,,,9/2013,
13.6,,,,9/2013,
12.6,,,,10/2013,
12.2,,,,10/2013,
9,,,,10/2013,
5.8,,,,10/2013,
4.9,,,,10/2013,
3.8,,,,11/2013,
3,,,,11/2013,
3.2,,,,11/2013,
-0.8,,,,11/2013,
0.1,,,,12/2013,
-0.8,,,,12/2013,
-0.1,,,,12/2013,
-0.9,,,,12/2013,
-1.8,,,,12/2013,
-1.9,,,,1/2014,
-1.5,,,,1/2014,
-2.3,,,,1/2014,
-2.5,,,,1/2014,
-3.1,,,,2/2014,
-3,,,,2/2014,
-0.9,,,,2/2014,
-1.7,,,,2/2014,
-1.3,,,,3/2014,
-0.6,,,,3/2014,
-0.8,,,,3/2014,
-0.6,,,,3/2014,
-0.5,,,,4/2014,
-0.1,,,,4/2014,
-0.1,,,,4/2014,
0,,,,4/2014,
2.1,,,,5/2014,
4.7,,,,5/2014,
5.4,,,,5/2014,
8.6,,,,5/2014,
11.7,,,,5/2014,
12.7,,,,6/2014,
12.3,,,,6/2014,
13.2,,,,6/2014,
13.3,,,,6/2014,
13.9,,,,7/2014,
14.5,,,,7/2014,
14.2,,,,7/2014,
17.6,,,,7/2014,
15.6,,,,7/2014,
16.2,,,,8/2014,
16.1,,,,8/2014,
16.1,,,,8/2014,
15.1,,,,8/2014,
16.5,,,,9/2014,
12.8,,,,9/2014,
12.2,,,,9/2014,
13.3,,,,9/2014,
12,,,,10/2014,
8.1,,,,10/2014,
8.7,,,,10/2014,
7.9,,,,10/2014,
7,,,,10/2014,
4.8,,,,11/2014,
3.1,,,,11/2014,
1.4,,,,11/2014,
0.3,,,,11/2014,
-0.8,,,,12/2014,
-0.7,,,,12/2014,
-0.4,,,,12/2014,
-0.3,,,,12/2014,
-1.9,,,,12/2014,
-3.4,,,,1/2015,
-3.1,,,,1/2015,
-1.9,,,,1/2015,
-1.4,,,,1/2015,
-4.5,,,,2/2015,
-3.3,,,,2/2015,
-4.3,,,,2/2015,
-4,,,,2/2015,
-3.8,,,,3/2015,
-0.5,,,,3/2015,
-0.2,,,,3/2015,
-0.7,,,,3/2015,
-0.1,,,,4/2015,
-0.3,,,,4/2015,
1.4,,,,4/2015,
-0.1,,,,4/2015,
2.3,,,,4/2015,
6.9,,,,5/2015,
4.1,,,,5/2015,
7,,,,5/2015,
10.5,,,,5/2015,
10.3,,,,6/2015,
11.8,,,,6/2015,
11.4,,,,6/2015,
12.6,,,,6/2015,
14,,,,7/2015,
13.6,,,,7/2015,
15.7,,,,7/2015,
15.5,,,,7/2015,
16.6,,,,7/2015,
15.1,,,,8/2015,
16.4,,,,8/2015,
14.4,,,,8/2015,
13.8,,,,8/2015,
17.3,,,,9/2015,
15.8,,,,9/2015,
16.5,,,,9/2015,
13,,,,9/2015,
12,,,,9/2015,
10.5,,,,10/2015,
10.2,,,,10/2015,
8.5,,,,10/2015,
7.5,,,,10/2015,
8.5,,,,11/2015,
6.5,,,,11/2015,
8.2,,,,11/2015,
1.2,,,,12/2015,
2.1,,,,12/2015,
1.9,,,,12/2015,
1.1,,,,12/2015,
-0.1,,,,12/2015,
0.1,,,,1/2016,
-1.2,,,,1/2016,
-1.3,,,,1/2016,
-0.7,,,,1/2016,
-0.6,,,,2/2016,
-1.2,,,,2/2016,
-1.2,,,,2/2016,
-0.9,,,,2/2016,
-0.7,,,,3/2016,
-0.5,,,,3/2016,
-0.8,,,,3/2016,
-0.2,,,,3/2016,
1.2,,,,3/2016,
1.1,,,,3/2016,
0,,,,4/2016,
0.7,,,,4/2016,
5.7,,,,4/2016,
5.5,,,,4/2016,
7,,,,5/2016,
7.9,,,,5/2016,
9.1,,,,5/2016,
11.4,,,,5/2016,
10.4,,,,6/2016,
10.5,,,,6/2016,
12.2,,,,6/2016,
13.6,,,,6/2016,
14.3,,,,6/2016,
15.3,,,,7/2016,
15.6,,,,7/2016,
16.8,,,,7/2016,
16.8,,,,7/2016,
18,,,,8/2016,
17.2,,,,8/2016,
17.8,,,,8/2016,
16.5,,,,8/2016,
16,,,,8/2016,
16.2,,,,9/2016,
13,,,,9/2016,
13.9,,,,9/2016,
12.4,,,,9/2016,
13.9,,,,10/2016,
9.9,,,,10/2016,
9.4,,,,10/2016,
7,,,,10/2016,
8.1,,,,11/2016,
9.4,,,,11/2016,
6.4,,,,11/2016,
3.7,,,,11/2016,
3,,,,11/2016,
2.5,,,,12/2016,
0.3,,,,12/2016,
-0.4,,,,12/2016,
0.2,,,,12/2016,
-0.1,,,,1/2017,
-1.4,,,,1/2017,
-0.1,,,,1/2017,
-0.6,,,,1/2017,
-0.6,,,,2/2017,
-0.2,,,,2/2017,
0,,,,2/2017,
-0.3,,,,3/2017,
-0.6,,,,3/2017,
-0.4,,,,3/2017,
-0.7,,,,3/2017,
-0.2,,,,3/2017,
3.6,,,,4/2017,
4.1,,,,4/2017,
1.7,,,,4/2017,
6.1,,,,5/2017,
8.4,,,,5/2017,
9.1,,,,5/2017,
7.2,,,,5/2017,
9.5,,,,5/2017,
12.4,,,,6/2017,
13.8,,,,6/2017,
12.6,,,,6/2017,
12.2,,,,6/2017,
17.2,,,,7/2017,
14.5,,,,7/2017,
15.6,,,,7/2017,
16.4,,,,7/2017,
17.4,,,,7/2017,
15.6,,,,8/2017,
15,,,,8/2017,
14.1,,,,8/2017,
15.9,,,,8/2017,
13.1,,,,9/2017,
15.1,,,,9/2017,
14.8,,,,9/2017,
12.8,,,,9/2017,
12.3,,,,10/2017,
9.1,,,,10/2017,
10,,,,10/2017,
8,,,,10/2017,
4.7,,,,11/2017,
3,,,,11/2017,
3,,,,11/2017,
0.7,,,,11/2017,
0.9,,,,11/2017,
1.1,,,,12/2017,
-0.5,,,,12/2017,
-1,,,,12/2017,
-1.7,,,,12/2017,
-0.4,,,,1/2018,
-1.1,,,,1/2018,
-1.6,,,,1/2018,
-1.3,,,,1/2018,
-1.9,,,,1/2018,
-3,,,,2/2018,
-3.7,,,,2/2018,
-2.1,,,,2/2018,
-1,,,,3/2018,
-1,,,,3/2018,
-0.6,,,,3/2018,
-0.5,,,,3/2018,
-1.1,,,,3/2018,
-0.6,,,,4/2018,
-0.4,,,,4/2018,
-0.2,,,,4/2018,
0,,,,4/2018,
1.2,,,,5/2018,
5.8,,,,5/2018,
10.7,,,,5/2018,
11.1,,,,5/2018,
11.9,,,,6/2018,
12.8,,,,6/2018,
15,,,,6/2018,
14.4,,,,6/2018,
15.3,,,,7/2018,
16.6,,,,7/2018,
16.2,,,,7/2018,
16.8,,,,7/2018,
15.5,,,,8/2018,
16.6,,,,8/2018,
18.7,,,,8/2018,
16.2,,,,8/2018,
14.9,,,,8/2018,
15.5,,,,9/2018,
14.6,,,,9/2018,
13.2,,,,9/2018,
14.5,,,,9/2018,
5.6,,,,10/2018,
4.8,,,,10/2018,
4.9,,,,10/2018,
3.5,,,,11/2018,
1.8,,,,11/2018,
0.6,,,,11/2018,
0.4,,,,11/2018,
0.2,,,,12/2018,
0.7,,,,12/2018,
0,,,,12/2018,
0,,,,12/2018,
0.4,,,,1/2019,
0.2,,,,1/2019,
0.6,,,,1/2019,
-0.6,,,,1/2019,
-1.1,,,,2/2019,
-0.6,,,,2/2019,
-0.6,,,,2/2019,
-0.4,,,,2/2019,
-0.4,,,,3/2019,
-0.4,,,,3/2019,
0.2,,,,3/2019,
0.1,,,,3/2019,
0.1,,,,4/2019,
0.3,,,,4/2019,
-0.1,,,,4/2019,
6.2,,,,4/2019,
2.9,,,,5/2019,
4.7,,,,5/2019,
7.8,,,,5/2019,
7.7,,,,5/2019,
9.7,,,,5/2019,
11.3,,,,6/2019,
10.4,,,,6/2019,
11.6,,,,6/2019,
13,,,,6/2019,
15.4,,,,7/2019,
16.1,,,,7/2019,
17.4,,,,7/2019,
16.1,,,,7/2019,
14.9,,,,7/2019,
17.1,,,,8/2019,
15.1,,,,8/2019,
14.9,,,,8/2019,
14.1,,,,8/2019,
13.2,,,,9/2019,
11.9,,,,9/2019,
16.4,,,,9/2019,
13.9,,,,9/2019,
11.1,,,,10/2019,
11.3,,,,10/2019,
8.3,,,,10/2019,
7.5,,,,10/2019,
3.4,,,,10/2019,
0.7,,,,11/2019,
0.3,,,,11/2019,
1.1,,,,11/2019,
NA,,,,11/2019,
NA,,,,12/2019,
NA,,,,12/2019,
NA,,,,12/2019,
NA,,,,12/2019,
0.5,,,,12/2019,
0.6,,,,1/2020,
0.2,,,,1/2020,
0.4,,,,1/2020,
0.5,,,,1/2020,
-0.5,,,,1/2020,
0.4,,,,2/2020,
0.2,,,,2/2020,
-0.2,,,,2/2020,
0,,,,2/2020,
-0.2,,,,3/2020,
0.6,,,,3/2020,
0.7,,,,3/2020,
0.6,,,,3/2020,
0.7,,,,3/2020,
3.6,,,,4/2020,
0.4,,,,4/2020,
2.4,,,,4/2020,
6,,,,4/2020,
6.5,,,,5/2020,
4.8,,,,5/2020,
11,,,,5/2020,
12.5,,,,5/2020,
12.6,,,,6/2020,
13.5,,,,6/2020,
13,,,,6/2020,
14,,,,6/2020,
16.3,,,,6/2020,
17.3,,,,7/2020,
16.6,,,,7/2020,
15.4,,,,7/2020,
17.5,,,,7/2020,
NA,,,,8/2020,
17.3,,,,8/2020,
18.5,,,,8/2020,
14.9,,,,9/2020,
11.3,,,,9/2020,
13,,,,9/2020,
12,,,,9/2020,
10.2,,,,10/2020,
10.3,,,,10/2020,
5.2,,,,10/2020,
4.9,,,,10/2020,
4.6,,,,11/2020,
2.4,,,,11/2020,
1,,,,11/2020,
0.8,,,,11/2020,
NA,,,,12/2020,
0.4,,,,12/2020,
-0.8,,,,12/2020,
0.1,,,,12/2020,
-0.7,,,,12/2020,
0,,,,1/2021,
-0.3,,,,1/2021,
0,,,,1/2021,
-0.8,,,,1/2021,
-0.6,,,,2/2021,
-0.4,,,,2/2021,
-3.7,,,,2/2021,
-0.4,,,,2/2021,
-1.3,,,,3/2021,
-0.2,,,,3/2021,
0,,,,3/2021,
-0.5,,,,4/2021,
1.2,,,,4/2021,
2.5,,,,4/2021,
1.3,,,,4/2021,
NA,,,,4/2021,
6.6,,,,5/2021,
4.4,,,,5/2021,
10.8,,,,5/2021,
11.7,,,,5/2021,
13.5,,,,6/2021,
15.7,,,,6/2021,
18.3,,,,7/1989,
21.3,,,,7/1989,
22,,,,8/1989,
17.3,,,,8/1989,
16.5,,,,8/1989,
15.7,,,,8/1989,
15.3,,,,9/1989,
11.8,,,,9/1989,
15.4,,,,9/1989,
9.6,,,,9/1989,
8.9,,,,10/1989,
7.7,,,,10/1989,
4.3,,,,10/1989,
9.3,,,,10/1989,
4,,,,11/1989,
3.6,,,,11/1989,
2,,,,11/1989,
0.8,,,,11/1989,
0.2,,,,11/1989,
0.4,,,,12/1989,
-0.8,,,,12/1989,
-1,,,,12/1989,
-1,,,,12/1989,
-0.3,,,,1/1990,
0,,,,1/1990,
0,,,,1/1990,
0.1,,,,1/1990,
0.3,,,,1/1990,
0.4,,,,2/1990,
0.2,,,,2/1990,
-0.1,,,,2/1990,
-0.1,,,,2/1990,
0,,,,3/1990,
0.3,,,,3/1990,
0.7,,,,3/1990,
0.4,,,,3/1990,
0.1,,,,4/1990,
0.4,,,,4/1990,
0.3,,,,4/1990,
7,,,,4/1990,
5.1,,,,5/1990,
6.6,,,,5/1990,
8.5,,,,5/1990,
9.3,,,,5/1990,
11.2,,,,5/1990,
12.6,,,,6/1990,
15.6,,,,6/1990,
14.8,,,,6/1990,
15.9,,,,6/1990,
17.8,,,,7/1990,
16.5,,,,7/1990,
16.8,,,,7/1990,
16.2,,,,7/1990,
15.9,,,,8/1990,
16.2,,,,8/1990,
14.9,,,,8/1990,
15.9,,,,8/1990,
16.6,,,,8/1990,
15.9,,,,9/1990,
15.3,,,,9/1990,
12,,,,9/1990,
11.2,,,,9/1990,
11.3,,,,10/1990,
5.7,,,,10/1990,
6,,,,10/1990,
3.6,,,,10/1990,
4.3,,,,10/1990,
2,,,,11/1990,
0.9,,,,11/1990,
2.4,,,,11/1990,
1,,,,11/1990,
0.4,,,,12/1990,
0.6,,,,12/1990,
0.8,,,,12/1990,
1.2,,,,12/1990,
0.7,,,,1/1991,
0.5,,,,1/1991,
0.5,,,,1/1991,
0.4,,,,1/1991,
0.2,,,,1/1991,
0.2,,,,2/1991,
0,,,,2/1991,
0.1,,,,2/1991,
0.1,,,,2/1991,
0.3,,,,3/1991,
0.2,,,,3/1991,
0.3,,,,3/1991,
0.4,,,,3/1991,
0.4,,,,4/1991,
1.3,,,,4/1991,
2.5,,,,4/1991,
4,,,,4/1991,
6.4,,,,5/1991,
6.4,,,,5/1991,
14,,,,5/1991,
15.7,,,,5/1991,
15.1,,,,5/1991,
15.4,,,,6/1991,
16.3,,,,6/1991,
16.7,,,,6/1991,
18.2,,,,6/1991,
17.4,,,,7/1991,
17.6,,,,7/1991,
20,,,,7/1991,
18.3,,,,7/1991,
17.5,,,,7/1991,
16.5,,,,8/1991,
18.3,,,,8/1991,
16.6,,,,8/1991,
19.4,,,,8/1991,
16.5,,,,9/1991,
15.8,,,,9/1991,
13.2,,,,9/1991,
11.8,,,,9/1991,
10.6,,,,10/1991,
8.5,,,,10/1991,
7.3,,,,10/1991,
6.3,,,,10/1991,
5.2,,,,10/1991,
4.2,,,,11/1991,
3.6,,,,11/1991,
2.3,,,,11/1991,
0.8,,,,11/1991,
0.4,,,,12/1991,
1.1,,,,12/1991,
0.8,,,,12/1991,
0.7,,,,1/1992,
0.3,,,,1/1992,
0.5,,,,1/1992,
0.5,,,,1/1992,
0.8,,,,1/1992,
0.7,,,,2/1992,
0.5,,,,2/1992,
0.4,,,,2/1992,
0.8,,,,2/1992,
0.8,,,,3/1992,
0.5,,,,3/1992,
0.6,,,,3/1992,
0.6,,,,3/1992,
0.6,,,,4/1992,
0.6,,,,4/1992,
0.6,,,,4/1992,
2.3,,,,4/1992,
6.4,,,,4/1992,
9.4,,,,5/1992,
10.7,,,,5/1992,
13.9,,,,5/1992,
10.9,,,,5/1992,
14.8,,,,6/1992,
15.3,,,,6/1992,
15.3,,,,6/1992,
15.3,,,,6/1992,
13.3,,,,7/1992,
17.1,,,,7/1992,
16.7,,,,7/1992,
16.3,,,,7/1992,
16.7,,,,7/1992,
16.4,,,,8/1992,
17.2,,,,8/1992,
16.5,,,,8/1992,
16.4,,,,8/1992,
15.4,,,,9/1992,
14.4,,,,9/1992,
15.3,,,,9/1992,
11.7,,,,9/1992,
10.4,,,,9/1992,
11.1,,,,10/1992,
8,,,,10/1992,
6.6,,,,10/1992,
5.5,,,,10/1992,
4,,,,11/1992,
3.5,,,,11/1992,
3.3,,,,11/1992,
3.4,,,,11/1992,
2,,,,12/1992,
1,,,,12/1992,
1.4,,,,12/1992,
0.9,,,,12/1992,
0.4,,,,12/1992,
0.5,,,,1/1993,
0.4,,,,1/1993,
0.5,,,,1/1993,
0.5,,,,1/1993,
0.6,,,,2/1993,
0.7,,,,2/1993,
0.4,,,,2/1993,
0.1,,,,2/1993,
0.1,,,,3/1993,
0.3,,,,3/1993,
0.4,,,,3/1993,
0.5,,,,3/1993,
0.4,,,,3/1993,
0.7,,,,4/1993,
3.3,,,,4/1993,
5.1,,,,4/1993,
7.6,,,,4/1993,
9.9,,,,5/1993,
11.2,,,,5/1993,
9.6,,,,5/1993,
11.3,,,,5/1993,
11.5,,,,6/1993,
14,,,,6/1993,
14,,,,6/1993,
17.4,,,,6/1993,
15.8,,,,6/1993,
17.2,,,,7/1993,
16.6,,,,7/1993,
16.8,,,,7/1993,
18.8,,,,7/1993,
16.9,,,,8/1993,
19.3,,,,8/1993,
18.2,,,,8/1993,
18.4,,,,8/1993,
16.4,,,,9/1993,
13.7,,,,9/1993,
11.4,,,,9/1993,
12.8,,,,9/1993,
9.8,,,,9/1993,
8.9,,,,10/1993,
6.4,,,,10/1993,
5.7,,,,10/1993,
5.7,,,,10/1993,
4,,,,11/1993,
4,,,,11/1993,
3.7,,,,11/1993,
2.9,,,,11/1993,
2.7,,,,12/1993,
2.5,,,,12/1993,
2.2,,,,12/1993,
2.1,,,,12/1993,
0.9,,,,12/1993,
0.3,,,,1/1994,
0.7,,,,1/1994,
0.5,,,,1/1994,
0.6,,,,1/1994,
1.1,,,,2/1994,
0,,,,2/1994,
0.6,,,,2/1994,
0.1,,,,2/1994,
0.8,,,,3/1994,
0.9,,,,3/1994,
0.3,,,,3/1994,
0.7,,,,3/1994,
0.9,,,,3/1994,
0.6,,,,4/1994,
2,,,,4/1994,
3.9,,,,4/1994,
3.1,,,,4/1994,
4.9,,,,5/1994,
8.6,,,,5/1994,
10.7,,,,5/1994,
12.7,,,,5/1994,
13.1,,,,6/1994,
14.6,,,,6/1994,
17.2,,,,6/1994,
17.8,,,,6/1994,
17.4,,,,6/1994,
17.8,,,,7/1994,
15.7,,,,7/1994,
17.4,,,,7/1994,
16.5,,,,7/1994,
18.1,,,,8/1994,
15.9,,,,8/1994,
16.7,,,,8/1994,
16.7,,,,8/1994,
13.5,,,,9/1994,
14.3,,,,9/1994,
16.4,,,,9/1994,
14.3,,,,9/1994,
11.1,,,,9/1994,
11.2,,,,10/1994,
8.6,,,,10/1994,
11.2,,,,10/1994,
6.4,,,,10/1994,
5.4,,,,11/1994,
3.4,,,,11/1994,
2.4,,,,11/1994,
1.9,,,,12/1994,
1.8,,,,12/1994,
1.3,,,,12/1994,
1.2,,,,12/1994,
1.2,,,,12/1994,
1,,,,1/1995,
0.4,,,,1/1995,
1.1,,,,1/1995,
0.6,,,,1/1995,
0,,,,2/1995,
-0.2,,,,2/1995,
-0.3,,,,2/1995,
0.3,,,,2/1995,
-0.2,,,,3/1995,
0.5,,,,3/1995,
0.2,,,,3/1995,
-0.3,,,,3/1995,
0.5,,,,3/1995,
0.7,,,,4/1995,
0.9,,,,4/1995,
2.4,,,,4/1995,
3.8,,,,4/1995,
7.8,,,,5/1995,
7.7,,,,5/1995,
9.3,,,,5/1995,
9.8,,,,5/1995,
13.9,,,,6/1995,
16.9,,,,7/1995,
18.3,,,,7/1995,
16.7,,,,7/1995,
16.6,,,,7/1995,
16,,,,8/1995,
18.1,,,,8/1995,
17,,,,8/1995,
17.8,,,,8/1995,
17.7,,,,8/1995,
17,,,,9/1995,
14.3,,,,9/1995,
10.9,,,,9/1995,
10.3,,,,9/1995,
10.7,,,,10/1995,
9.9,,,,10/1995,
7.7,,,,10/1995,
5.7,,,,10/1995,
3.7,,,,11/1995,
3.4,,,,11/1995,
3.1,,,,11/1995,
2,,,,11/1995,
1.4,,,,11/1995,
2.7,,,,12/1995,
1,,,,12/1995,
1.4,,,,12/1995,
1.3,,,,12/1995,
1,,,,1/1996,
0.6,,,,1/1996,
0.8,,,,1/1996,
0.4,,,,1/1996,
0.5,,,,2/1996,
0.4,,,,2/1996,
1,,,,2/1996,
0.8,,,,2/1996,
0.6,,,,3/1996,
0.9,,,,3/1996,
0.6,,,,3/1996,
0.4,,,,3/1996,
-0.1,,,,4/1996,
0.4,,,,4/1996,
0.5,,,,4/1996,
0.3,,,,4/1996,
3.6,,,,5/1996,
6.5,,,,5/1996,
6.6,,,,5/1996,
10.1,,,,5/1996,
11,,,,5/1996,
10.9,,,,6/1996,
14.8,,,,6/1996,
15,,,,6/1996,
15,,,,6/1996,
16.4,,,,7/1996,
15.7,,,,7/1996,
17.4,,,,7/1996,
16.8,,,,7/1996,
16.4,,,,7/1996,
19,,,,8/1996,
17.4,,,,8/1996,
16.7,,,,8/1996,
15.9,,,,8/1996,
16.6,,,,9/1996,
14.9,,,,9/1996,
12,,,,9/1996,
11.3,,,,9/1996,
9.9,,,,10/1996,
8.5,,,,10/1996,
7.7,,,,10/1996,
6.3,,,,10/1996,
4.6,,,,10/1996,
4.3,,,,11/1996,
0.9,,,,11/1996,
0.7,,,,11/1996,
0.7,,,,11/1996,
1,,,,12/1996,
1.2,,,,12/1996,
1,,,,12/1996,
0.7,,,,12/1996,
0.9,,,,1/1997,
1,,,,1/1997,
0.7,,,,1/1997,
0.6,,,,1/1997,
0.1,,,,1/1997,
0.6,,,,2/1997,
1,,,,2/1997,
0.7,,,,2/1997,
0.6,,,,3/1997,
0.5,,,,3/1997,
0.6,,,,3/1997,
0.6,,,,3/1997,
0.8,,,,4/1997,
0.5,,,,4/1997,
0.3,,,,4/1997,
4.3,,,,4/1997,
6.4,,,,4/1997,
6.9,,,,5/1997,
6.2,,,,5/1997,
8.3,,,,5/1997,
10.4,,,,5/1997,
13.3,,,,6/1997,
15.3,,,,6/1997,
13.6,,,,6/1997,
16.6,,,,6/1997,
16.7,,,,7/1997,
16,,,,7/1997,
19.2,,,,7/1997,
17.2,,,,7/1997,
17.5,,,,7/1997,
17.4,,,,8/1997,
15.5,,,,8/1997,
14.7,,,,8/1997,
16.1,,,,8/1997,
15.5,,,,9/1997,
14.6,,,,9/1997,
11.2,,,,9/1997,
12.8,,,,9/1997,
12.9,,,,10/1997,
9,,,,10/1997,
5.8,,,,10/1997,
3.3,,,,10/1997,
2.7,,,,11/1997,
1.5,,,,11/1997,
2.1,,,,11/1997,
2.4,,,,12/1997,
1.9,,,,12/1997,
1.4,,,,12/1997,
1,,,,12/1997,
0,,,,12/1997,
0.2,,,,1/1998,
-0.1,,,,1/1998,
0.1,,,,1/1998,
0.2,,,,1/1998,
0.2,,,,2/1998,
0.4,,,,2/1998,
0.2,,,,2/1998,
0.6,,,,2/1998,
0.5,,,,3/1998,
-0.1,,,,3/1998,
-0.1,,,,3/1998,
-0.1,,,,3/1998,
0,,,,4/1998,
2.6,,,,4/1998,
4,,,,4/1998,
6.1,,,,4/1998,
6.8,,,,4/1998,
9.3,,,,5/1998,
10.3,,,,5/1998,
12,,,,5/1998,
13.9,,,,5/1998,
11.7,,,,6/1998,
12,,,,6/1998,
15.6,,,,6/1998,
16.6,,,,6/1998,
18,,,,7/1998,
16.6,,,,7/1998,
18.1,,,,7/1998,
17.8,,,,7/1998,
17.1,,,,7/1998,
17.7,,,,8/1998,
17.1,,,,8/1998,
16.8,,,,8/1998,
17.3,,,,8/1998,
14.9,,,,9/1998,
13.7,,,,9/1998,
14.8,,,,9/1998,
12.3,,,,9/1998,
10.8,,,,10/1998,
9.1,,,,10/1998,
9.2,,,,10/1998,
6.8,,,,10/1998,
6.7,,,,10/1998,
2.7,,,,11/1998,
4,,,,11/1998,
3.6,,,,11/1998,
3.1,,,,11/1998,
2.6,,,,12/1998,
0.8,,,,12/1998,
0.6,,,,12/1998,
-0.5,,,,12/1998,
0.3,,,,12/1998,
-0.5,,,,1/1999,
-0.5,,,,1/1999,
0,,,,1/1999,
-0.1,,,,1/1999,
0.4,,,,2/1999,
0.1,,,,2/1999,
0.2,,,,2/1999,
0.1,,,,2/1999,
0.6,,,,3/1999,
0.2,,,,3/1999,
0.1,,,,3/1999,
0.3,,,,3/1999,
-0.1,,,,4/1999,
0.4,,,,4/1999,
3.8,,,,4/1999,
5.6,,,,4/1999,
7.1,,,,4/1999,
11,,,,5/1999,
8.2,,,,5/1999,
10.3,,,,5/1999,
10.6,,,,5/1999,
11,,,,6/1999,
15.4,,,,6/1999,
12.6,,,,6/1999,
17.5,,,,6/1999,
16.4,,,,6/1999,
16.9,,,,7/1999,
19.8,,,,7/1999,
19.6,,,,7/1999,
19.4,,,,7/1999,
17.6,,,,8/1999,
17.9,,,,8/1999,
18.4,,,,9/1999,
16.3,,,,9/1999,
12.2,,,,9/1999,
12.8,,,,9/1999,
7.9,,,,10/1999,
6.2,,,,10/1999,
4.9,,,,10/1999,
2.9,,,,11/1999,
4,,,,11/1999,
2.4,,,,11/1999,
0.8,,,,12/1999,
0.4,,,,12/1999,
-0.8,,,,12/1999,
-2.1,,,,12/1999,
-0.7,,,,12/1999,
-2.1,,,,1/2000,
17,,,,1/2000,
-2.2,,,,1/2000,
-1.9,,,,1/2000,
-2.7,,,,1/2000,
-1.8,,,,2/2000,
-2.3,,,,2/2000,
-2.6,,,,2/2000,
-1.1,,,,2/2000,
0.2,,,,3/2000,
0.3,,,,3/2000,
-0.3,,,,3/2000,
0.1,,,,3/2000,
0.1,,,,3/2000,
-0.1,,,,4/2000,
1.8,,,,4/2000,
4,,,,4/2000,
7.3,,,,4/2000,
8.3,,,,5/2000,
9.7,,,,5/2000,
11.2,,,,5/2000,
11.9,,,,5/2000,
13,,,,5/2000,
13.4,,,,6/2000,
14.9,,,,6/2000,
14.1,,,,6/2000,
15,,,,6/2000,
16.6,,,,7/2000,
17.3,,,,7/2000,
15.9,,,,7/2000,
17.3,,,,7/2000,
18.1,,,,8/2000,
17.5,,,,8/2000,
16.4,,,,8/2000,
16.2,,,,8/2000,
17.2,,,,8/2000,
15,,,,9/2000,
13.5,,,,9/2000,
12.1,,,,9/2000,
9.6,,,,9/2000,
7.8,,,,10/2000,
9.9,,,,10/2000,
9.4,,,,11/2000,
3,,,,11/2000,
1.6,,,,12/2000,
1.4,,,,12/2000,
0.9,,,,12/2000,
0,,,,12/2000,
0.9,,,,1/2001,
0.6,,,,1/2001,
0.6,,,,1/2001,
0,,,,1/2001,
0.8,,,,1/2001,
0.5,,,,2/2001,
0.8,,,,2/2001,
-0.1,,,,2/2001,
0.3,,,,3/2001,
0.4,,,,3/2001,
0.7,,,,3/2001,
0.3,,,,3/2001,
0.5,,,,4/2001,
0.7,,,,4/2001,
1,,,,4/2001,
4.3,,,,4/2001,
9.3,,,,5/2001,
11.7,,,,5/2001,
13.4,,,,5/2001,
13.2,,,,5/2001,
12.8,,,,5/2001,
13.9,,,,6/2001,
17.3,,,,6/2001,
16.5,,,,6/2001,
19.6,,,,6/2001,
16.9,,,,7/2001,
19.2,,,,7/2001,
20.4,,,,7/2001,
19.4,,,,7/2001,
21.3,,,,8/2001,
21.9,,,,8/2001,
19.7,,,,8/2001,
20,,,,8/2001,
18.5,,,,8/2001,
17.5,,,,9/2001,
13.8,,,,9/2001,
14.8,,,,9/2001,
10.7,,,,9/2001,
10.1,,,,10/2001,
8.3,,,,10/2001,
5.3,,,,10/2001,
5.2,,,,10/2001,
4.1,,,,10/2001,
4.8,,,,11/2001,
1.6,,,,11/2001,
2.5,,,,11/2001,
2.3,,,,12/2001,
1.4,,,,12/2001,
0.7,,,,12/2001,
-0.1,,,,12/2001,
0.1,,,,1/2002,
-0.6,,,,1/2002,
0,,,,1/2002,
0,,,,2/2002,
-0.1,,,,2/2002,
-0.1,,,,2/2002,
-0.3,,,,2/2002,
-0.9,,,,3/2002,
-0.3,,,,3/2002,
-0.6,,,,3/2002,
0,,,,3/2002,
-0.1,,,,4/2002,
0,,,,4/2002,
5.7,,,,4/2002,
5.4,,,,4/2002,
4.1,,,,4/2002,
4.8,,,,5/2002,
7.1,,,,5/2002,
10.3,,,,5/2002,
15.5,,,,5/2002,
14,,,,6/2002,
15.6,,,,6/2002,
16.4,,,,6/2002,
20.5,,,,6/2002,
20,,,,7/2002,
